epoch,train_loss,train_top1,train_top3,train_top5,val_loss,val_top1,val_top3,val_top5,lr
1,3.9454252067365143,0.02631578947368421,0.11052631602475518,0.15789473903806586,3.8221887759308317,0.05970149253731343,0.11940298507462686,0.1791044776119403,0.00029985651198213733
2,3.583091231396324,0.1368421063611382,0.20526315805159118,0.3000000015685433,3.826901656478199,0.04477611940298507,0.1791044776119403,0.22388059701492538,0.00029942633689432157
3,3.4235956091629833,0.1263157905716645,0.2736842106831701,0.36842105388641355,3.7777378772621724,0.05970149253731343,0.16417910447761194,0.2537313432835821,0.00029871034105193067
4,3.1307799640454745,0.21578947384106487,0.38421052725691546,0.47894737281297384,3.748647672026905,0.08955223880597014,0.208955223880597,0.25373134372839284,0.0002977099663753047
5,2.9515545845031737,0.2578947387243572,0.3947368464971844,0.5157894718019586,3.702651468675528,0.05970149253731343,0.1791044776119403,0.29850746313137794,0.0002964272274859098
6,2.6138913104408665,0.33684210557686656,0.5526315827118723,0.6473684235623008,3.6203396854115955,0.134328358653766,0.2835820899970496,0.3582089556686914,0.00029486470764915904
7,2.4804845408389444,0.36315789630538536,0.6526315776925338,0.7421052662949813,3.5785051602036204,0.134328358653766,0.25373134372839284,0.3731343292478305,0.0002930255535720593
8,2.1700997327503404,0.4789473699895959,0.6842105256883722,0.7947368446149324,3.5145930389859785,0.11940298551943765,0.29850746313137794,0.3582089556686914,0.0002909134690661625
9,2.0848199994940506,0.505263162286658,0.7210526340886166,0.8315789442313345,3.474896968300663,0.134328358653766,0.3283582094000347,0.4179104482060048,0.0002885327075885817
10,2.034849691390991,0.5684210520041616,0.7368421077728271,0.8421052644127294,3.412151994989879,0.2089552243254078,0.3880597019373481,0.4477611944746615,0.00028588806367609465
11,1.8804056845213237,0.6052631560124849,0.831578949250673,0.8789473696758873,3.360089914122624,0.23880597014925373,0.3731343288030197,0.5074626870119749,0.0002829848632895851
12,1.700142997189572,0.6684210563960828,0.831578949250673,0.8684210545138309,3.361766623027289,0.22388059701492538,0.3880597019373481,0.4925373138776466,0.0002798289530882659
13,1.719529666398701,0.6473684248171354,0.8578947324501841,0.9210526315789473,3.311380913008505,0.19402985074626866,0.373134328358209,0.4925373134328358,0.0002764266886552856
14,1.5661402300784462,0.6947368402230112,0.8736842117811504,0.9263157857091804,3.289363700952103,0.22388059701492538,0.44776119402985076,0.5074626865671642,0.00027278492169843
15,1.558476061570017,0.7157894711745413,0.8789473646565488,0.9368421008712366,3.2697326247371845,0.2537313432835821,0.4626865676089899,0.5373134332806316,0.00026891098625169427
16,1.3000712331972624,0.7421052650401466,0.9368421008712366,0.9684210482396578,3.3752770352719437,0.23880597014925373,0.4626865671641791,0.47761194029850745,0.0002648126839055146
17,1.2456085681915283,0.8368421058905752,0.9368421008712366,0.968421052631579,3.400477466298573,0.29850746268656714,0.40298507462686567,0.44776119402985076,0.0002604982680954033
18,1.0796703777815166,0.863157896619094,0.9578947374695226,0.9894736842105263,3.3434281135672954,0.31343283582089554,0.44776119402985076,0.4925373138776466,0.00025597642748062825
19,1.13194891151629,0.8578947374695226,0.9473684166607104,0.9842105263157894,3.4012400072012374,0.26865671641791045,0.44776119402985076,0.4925373134328358,0.00025125626844640903
20,1.0579714335893329,0.8368421065179925,0.9736842105263158,0.9947368421052631,3.5020797786427966,0.23880597014925373,0.4626865676089899,0.47761194074331825,0.0002463472967648696
21,1.0857755322205394,0.8473684216800489,0.9526315789473684,0.9736842105263158,3.4874231068056023,0.2835820895522388,0.417910447761194,0.47761194029850745,0.00024125939845167748
22,0.8921517961903622,0.926315785081763,0.9789473684210527,0.9894736842105263,3.442430795128666,0.29850746268656714,0.43283582089552236,0.4925373138776466,0.00023600281985692467
23,0.9607625747981824,0.8526315751828646,0.9842105263157894,0.9894736842105263,3.486246386570717,0.34328358208955223,0.43283582089552236,0.5074626870119749,0.00023058814703034173
24,0.8884842295395701,0.9157894755664625,0.9789473696758872,0.9842105225512856,3.4399233504907407,0.3283582089552239,0.4477611944746615,0.55223880641496,0.00022502628440240242
25,0.8227508068084717,0.9315789479958384,0.9842105263157894,0.9947368421052631,3.531517306370522,0.3283582089552239,0.43283582134033316,0.5223880601463033,0.00021932843282425216
26,0.7226059530910692,0.9631578903449209,1.0,1.0,3.5162871417714587,0.2835820895522388,0.4626865676089899,0.5074626870119749,0.00021350606701068425
27,0.6989173644467404,0.9631578903449209,0.994736837713342,0.994736837713342,3.435525474263661,0.3134328362657063,0.4626865676089899,0.5074626870119749,0.00020757091243159146
28,0.7902867191716244,0.9315789473684211,0.9947368421052631,0.9947368421052631,3.5943517115578723,0.29850746313137794,0.47761194074331825,0.5074626870119749,0.00020153492169843016
29,0.7239446715304726,0.9473684216800489,0.9947368421052631,1.0,3.549427018236758,0.34328358253436303,0.4626865676089899,0.5074626870119749,0.00019541025049325133
30,0.6887702427412334,0.9578947368421052,1.0,1.0,3.5163458425607255,0.373134328358209,0.4477611944746615,0.47761194074331825,0.00018920923308877492
31,0.6653872615412662,0.9578947374695226,1.0,1.0,3.528487191271426,0.3880597019373481,0.4626865676089899,0.5074626870119749,0.00018294435750880586
32,0.6067915144719576,0.9789473684210527,0.9947368421052631,1.0,3.5190452888830386,0.3880597019373481,0.47761194074331825,0.5074626870119749,0.00017662824037901603
33,0.6055763708917719,0.9578947374695226,1.0,1.0,3.5106518019491166,0.34328358208955223,0.4626865676089899,0.5373134332806316,0.00017027360151873941
34,0.6070868335272136,0.9789473684210527,1.0,1.0,3.456833853650449,0.3582089552238806,0.47761194074331825,0.5373134332806316,0.00016389323832494856
35,0.5781493186950684,0.9736842061343945,1.0,1.0,3.568149502597638,0.3283582089552239,0.4626865676089899,0.5223880601463033,0.0001575000000000002
36,0.5728052478087576,0.9736842105263158,1.0,1.0,3.6447772339208804,0.34328358253436303,0.4626865676089899,0.5223880601463033,0.00015110676167505183
37,0.5467111185977334,0.9684210532589963,1.0,1.0,3.5813248477764983,0.3283582094000347,0.4626865676089899,0.5373134332806316,0.00014472639848126092
38,0.5364893097626535,0.9894736842105263,1.0,1.0,3.581877672850196,0.34328358253436303,0.4477611944746615,0.4925373138776466,0.0001383717596209843
39,0.5154377554592333,0.9947368421052631,0.9947368421052631,0.9947368421052631,3.6482241118132177,0.34328358208955223,0.4626865676089899,0.47761194074331825,0.00013205564249119448
40,0.5182807665122183,0.9789473684210527,1.0,1.0,3.673618281065528,0.34328358208955223,0.47761194029850745,0.4925373138776466,0.0001257907669112254
41,0.5297603958531429,0.9947368421052631,1.0,1.0,3.6442523714321764,0.34328358208955223,0.4626865676089899,0.5074626870119749,0.000119589749506749
42,0.49137790830511796,1.0,1.0,1.0,3.6287167463729633,0.34328358208955223,0.4626865676089899,0.5223880601463033,0.00011346507830157017
43,0.5218066886851662,0.9894736842105263,1.0,1.0,3.6471247530695217,0.34328358208955223,0.47761194074331825,0.5373134332806316,0.00010742908756840884
