video_id,gloss,label,label_id,split,url,source,signer_id,frame_start,frame_end,fps,expected_video_stem,landmark_path,resolved_video_path,download_status,has_landmarks,landmark_exists,landmark_shape,valid_frame_ratio,left_hand_ratio,right_hand_ratio,two_hand_ratio,movement_score,quality_score,quality_good,quality_reason
69241,book,book,0,train,http://aslbricks.org/New/ASL-Videos/book.mp4,aslbrick,118,1,-1,25,data\raw\WLASL500\videos\69241,data\landmarks\wlasl500\69241.npy,data\raw\WLASL500\videos\69241.mp4,found,True,True,64x126,0.46875,0.46875,0.328125,0.328125,0.10026801377534866,0.48125,False,low_quality
68011,book,book,0,train,https://www.youtube.com/watch?v=0UsjUE-TXns,valencia-asl,110,1,-1,25,data\raw\WLASL500\videos\68011,data\landmarks\wlasl500\68011.npy,data\raw\WLASL500\videos\68011.mp4,found,True,True,64x126,0.78125,0.78125,0.578125,0.578125,0.030935460701584816,0.7718750000000001,True,ok
68012,book,book,0,train,https://www.youtube.com/watch?v=aGtIHKEdCds,valencia-asl,109,1,-1,25,data\raw\WLASL500\videos\68012,data\landmarks\wlasl500\68012.npy,data\raw\WLASL500\videos\68012.mp4,found,True,True,64x126,0.5625,0.5625,0.203125,0.203125,0.022949352860450745,0.5484375,False,low_quality
70212,book,book,0,val,https://www.youtube.com/watch?v=hjS0dQDgbjo,northtexas,121,2150,2249,25,data\raw\WLASL500\videos\70212,data\landmarks\wlasl500\70212.npy,data\raw\WLASL500\videos\70212.mp4,found,True,True,64x126,0.203125,0.203125,0.03125,0.03125,0.055282916873693466,0.22578125,False,low_quality
70266,book,book,0,train,https://www.youtube.com/watch?v=WGfiiDgrq1I,northtexas,121,3732,3852,25,data\raw\WLASL500\videos\70266,data\landmarks\wlasl500\70266.npy,data\raw\WLASL500\videos\70266.mp4,found,True,True,64x126,0.1875,0.1875,0.046875,0.046875,0.14666174352169037,0.21406250000000004,False,low_quality
7069,book,book,0,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Book.mp4,signschool,31,1,-1,25,data\raw\WLASL500\videos\07069,data\landmarks\wlasl500\07069.npy,data\raw\WLASL500\videos\07069.mp4,found,True,True,64x126,0.59375,0.59375,0.203125,0.203125,0.024978550150990486,0.575,False,low_quality
7068,book,book,0,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/book.mp4,startasl,36,1,-1,25,data\raw\WLASL500\videos\07068,data\landmarks\wlasl500\07068.npy,data\raw\WLASL500\videos\07068.mp4,found,True,True,64x126,0.46875,0.46875,0.03125,0.03125,0.01642158254981041,0.442616456374526,False,low_quality
7070,book,book,0,train,https://media.asldeafined.com/vocabulary/1466684225.687.mp4,asldeafined,59,1,-1,25,data\raw\WLASL500\videos\07070,data\landmarks\wlasl500\07070.npy,data\raw\WLASL500\videos\07070.mp4,found,True,True,64x126,0.578125,0.578125,0.375,0.375,0.01219379622489214,0.5593907405622304,False,low_quality
7075,book,book,0,train,https://www.youtube.com/watch?v=Kwvw-K6GYW8,aslu,5,1,-1,25,data\raw\WLASL500\videos\07075,data\landmarks\wlasl500\07075.npy,data\raw\WLASL500\videos\07075.mp4,found,True,True,64x126,0.5625,0.5625,0.453125,0.453125,0.05003964900970459,0.5734375,False,low_quality
7076,book,book,0,train,https://www.youtube.com/watch?v=XjWSfh50kAU,aslu,5,1,-1,25,data\raw\WLASL500\videos\07076,data\landmarks\wlasl500\07076.npy,data\raw\WLASL500\videos\07076.mp4,found,True,True,64x126,0.578125,0.578125,0.390625,0.390625,0.05816550925374031,0.5804687500000001,False,low_quality
69302,drink,drink,1,val,http://aslbricks.org/New/ASL-Videos/drink.mp4,aslbrick,115,1,-1,25,data\raw\WLASL500\videos\69302,data\landmarks\wlasl500\69302.npy,data\raw\WLASL500\videos\69302.mp4,found,True,True,64x126,0.65625,0.65625,0.0,0.0,0.005196744576096535,0.5708043614402414,True,ok
70173,drink,drink,1,val,https://www.youtube.com/watch?v=F5Wef1_PtLk,northtexas,121,5710,5831,25,data\raw\WLASL500\videos\70173,data\landmarks\wlasl500\70173.npy,data\raw\WLASL500\videos\70173.mp4,found,True,True,64x126,0.1875,0.1875,0.09375,0.09375,0.22937385737895966,0.21875,False,low_quality
68042,drink,drink,1,val,https://www.youtube.com/watch?v=KRc_WYI1DgA,valencia-asl,109,1,-1,25,data\raw\WLASL500\videos\68042,data\landmarks\wlasl500\68042.npy,data\raw\WLASL500\videos\68042.mp4,found,True,True,64x126,0.59375,0.59375,0.0,0.0,0.00813086237758398,0.5250146559439599,False,low_quality
68041,drink,drink,1,train,https://www.youtube.com/watch?v=Nc7rSopCpI8,valencia-asl,109,1,-1,25,data\raw\WLASL500\videos\68041,data\landmarks\wlasl500\68041.npy,data\raw\WLASL500\videos\68041.mp4,found,True,True,64x126,0.5625,0.5625,0.0625,0.0625,0.03230363875627518,0.534375,False,low_quality
17725,drink,drink,1,train,https://www.youtube.com/watch?v=537MWOtCl78,aslu,5,1,-1,25,data\raw\WLASL500\videos\17725,data\landmarks\wlasl500\17725.npy,data\raw\WLASL500\videos\17725.mp4,found,True,True,64x126,0.65625,0.65625,0.03125,0.03125,0.022694913670420647,0.6109375000000001,True,ok
17728,drink,drink,1,train,https://www.youtube.com/watch?v=g3rl9_LYqzI,aslu,5,1,-1,25,data\raw\WLASL500\videos\17728,data\landmarks\wlasl500\17728.npy,data\raw\WLASL500\videos\17728.mp4,found,True,True,64x126,0.71875,0.71875,0.171875,0.171875,0.050230689346790314,0.6781250000000001,True,ok
17710,drink,drink,1,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/drink.mp4,startasl,36,1,-1,25,data\raw\WLASL500\videos\17710,data\landmarks\wlasl500\17710.npy,data\raw\WLASL500\videos\17710.mp4,found,True,True,64x126,0.375,0.375,0.0,0.0,0.013022269122302532,0.35130567280575636,False,low_quality
17729,drink,drink,1,train,https://www.youtube.com/watch?v=i0opsQ2zB1Q,aslu,5,1,-1,25,data\raw\WLASL500\videos\17729,data\landmarks\wlasl500\17729.npy,data\raw\WLASL500\videos\17729.mp4,found,True,True,64x126,0.640625,0.640625,0.0,0.0,0.007267307955771685,0.5626995198894292,True,ok
17730,drink,drink,1,test,https://www.youtube.com/watch?v=k6cNmM9WgUs,aslu,5,1,-1,25,data\raw\WLASL500\videos\17730,data\landmarks\wlasl500\17730.npy,data\raw\WLASL500\videos\17730.mp4,found,True,True,64x126,0.625,0.625,0.0,0.0,0.013937045820057392,0.5660926145501435,True,ok
17731,drink,drink,1,train,https://www.youtube.com/watch?v=LqJM7wcUixQ,aslu,5,1,-1,25,data\raw\WLASL500\videos\17731,data\landmarks\wlasl500\17731.npy,data\raw\WLASL500\videos\17731.mp4,found,True,True,64x126,0.65625,0.65625,0.015625,0.015625,0.017382316291332245,0.6028307907283307,True,ok
17711,drink,drink,1,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink%20(correct)-0UzEF7ru0sQ.mp4,signschool,52,1,-1,25,data\raw\WLASL500\videos\17711,data\landmarks\wlasl500\17711.npy,data\raw\WLASL500\videos\17711.mp4,found,True,True,64x126,0.375,0.375,0.03125,0.03125,0.017958175390958786,0.366770438477397,False,low_quality
17712,drink,drink,1,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink-L6hHRIQzWBo.mp4,signschool,6,1,-1,25,data\raw\WLASL500\videos\17712,data\landmarks\wlasl500\17712.npy,data\raw\WLASL500\videos\17712.mp4,found,True,True,64x126,0.65625,0.65625,0.015625,0.015625,0.011223331093788147,0.5874333277344704,True,ok
17713,drink,drink,1,test,https://media.asldeafined.com/vocabulary/1467773819.9825.mp4,asldeafined,21,1,-1,25,data\raw\WLASL500\videos\17713,data\landmarks\wlasl500\17713.npy,data\raw\WLASL500\videos\17713.mp4,found,True,True,64x126,0.453125,0.453125,0.015625,0.015625,0.02383195422589779,0.43671875000000004,False,low_quality
17709,drink,drink,1,train,https://media.spreadthesign.com/video/mp4/13/153289.mp4,spreadthesign,2,1,-1,25,data\raw\WLASL500\videos\17709,data\landmarks\wlasl500\17709.npy,data\raw\WLASL500\videos\17709.mp4,found,True,True,64x126,0.390625,0.390625,0.0,0.0,0.00931557547301054,0.35532018868252635,False,low_quality
12306,computer,computer,2,test,https://www.youtube.com/watch?v=PPmQd2zWdP0,asl5200,9,5122,5181,25,data\raw\WLASL500\videos\12306,data\landmarks\wlasl500\12306.npy,data\raw\WLASL500\videos\12306.mp4,found,True,True,64x126,0.875,0.875,0.1875,0.1875,0.1157626211643219,0.8125000000000001,True,ok
68028,computer,computer,2,train,https://www.youtube.com/watch?v=H-tAzh-nuV8,valencia-asl,109,1,-1,25,data\raw\WLASL500\videos\68028,data\landmarks\wlasl500\68028.npy,data\raw\WLASL500\videos\68028.mp4,found,True,True,64x126,0.5625,0.5625,0.03125,0.03125,0.03195352479815483,0.53125,False,low_quality
12329,computer,computer,2,train,https://www.youtube.com/watch?v=97IwdVSOQho,aslu,5,1,-1,25,data\raw\WLASL500\videos\12329,data\landmarks\wlasl500\12329.npy,data\raw\WLASL500\videos\12329.mp4,found,True,True,64x126,0.515625,0.515625,0.375,0.375,0.06343970447778702,0.5257812500000001,False,low_quality
