video_id,gloss,label,label_id,split,url,source,signer_id,frame_start,frame_end,fps,expected_video_stem,landmark_path
69241,book,book,0,train,http://aslbricks.org/New/ASL-Videos/book.mp4,aslbrick,118,1,-1,25,data\raw\WLASL500\videos\69241,data\landmarks\wlasl500\69241.npy
65225,book,book,0,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BO/BOOK-418.mp4,aslsignbank,90,1,-1,25,data\raw\WLASL500\videos\65225,data\landmarks\wlasl500\65225.npy
68011,book,book,0,train,https://www.youtube.com/watch?v=0UsjUE-TXns,valencia-asl,110,1,-1,25,data\raw\WLASL500\videos\68011,data\landmarks\wlasl500\68011.npy
68208,book,book,0,train,https://www.youtube.com/watch?v=1QOYOZ3g-aY,lillybauer,113,1,60,25,data\raw\WLASL500\videos\68208,data\landmarks\wlasl500\68208.npy
68012,book,book,0,train,https://www.youtube.com/watch?v=aGtIHKEdCds,valencia-asl,109,1,-1,25,data\raw\WLASL500\videos\68012,data\landmarks\wlasl500\68012.npy
70212,book,book,0,val,https://www.youtube.com/watch?v=hjS0dQDgbjo,northtexas,121,2150,2249,25,data\raw\WLASL500\videos\70212,data\landmarks\wlasl500\70212.npy
70266,book,book,0,train,https://www.youtube.com/watch?v=WGfiiDgrq1I,northtexas,121,3732,3852,25,data\raw\WLASL500\videos\70266,data\landmarks\wlasl500\70266.npy
07085,book,book,0,train,http://www.aslpro.com/main/b/book_english_grammar.swf,aslpro,49,1,-1,25,data\raw\WLASL500\videos\07085,data\landmarks\wlasl500\07085.npy
07086,book,book,0,train,http://www.aslpro.com/main/b/book_geography.swf,aslpro,49,1,-1,25,data\raw\WLASL500\videos\07086,data\landmarks\wlasl500\07086.npy
07087,book,book,0,train,http://www.aslpro.com/main/b/book_geometry.swf,aslpro,18,1,-1,25,data\raw\WLASL500\videos\07087,data\landmarks\wlasl500\07087.npy
07069,book,book,0,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Book.mp4,signschool,31,1,-1,25,data\raw\WLASL500\videos\07069,data\landmarks\wlasl500\07069.npy
07088,book,book,0,train,http://www.aslpro.com/main/b/book_history.swf,aslpro,18,1,-1,25,data\raw\WLASL500\videos\07088,data\landmarks\wlasl500\07088.npy
07089,book,book,0,train,http://www.aslpro.com/main/b/book_law.swf,aslpro,18,1,-1,25,data\raw\WLASL500\videos\07089,data\landmarks\wlasl500\07089.npy
07090,book,book,0,train,http://www.aslpro.com/main/b/book_literature.swf,aslpro,18,1,-1,25,data\raw\WLASL500\videos\07090,data\landmarks\wlasl500\07090.npy
07091,book,book,0,train,http://www.aslpro.com/main/b/book_math.swf,aslpro,18,1,-1,25,data\raw\WLASL500\videos\07091,data\landmarks\wlasl500\07091.npy
07092,book,book,0,test,http://www.aslpro.com/main/b/book_medicine.swf,aslpro,49,1,-1,25,data\raw\WLASL500\videos\07092,data\landmarks\wlasl500\07092.npy
07093,book,book,0,test,http://www.aslpro.com/main/b/book_music.swf,aslpro,18,1,-1,25,data\raw\WLASL500\videos\07093,data\landmarks\wlasl500\07093.npy
07068,book,book,0,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/book.mp4,startasl,36,1,-1,25,data\raw\WLASL500\videos\07068,data\landmarks\wlasl500\07068.npy
07094,book,book,0,val,http://www.aslpro.com/main/b/book_photography.swf,aslpro,18,1,-1,25,data\raw\WLASL500\videos\07094,data\landmarks\wlasl500\07094.npy
07095,book,book,0,test,http://www.aslpro.com/main/b/book_science.swf,aslpro,18,1,-1,25,data\raw\WLASL500\videos\07095,data\landmarks\wlasl500\07095.npy
07096,book,book,0,val,http://www.aslpro.com/main/b/book_spelling.swf,aslpro,18,1,-1,25,data\raw\WLASL500\videos\07096,data\landmarks\wlasl500\07096.npy
07097,book,book,0,train,http://www.aslpro.com/main/b/book.swf,aslpro,49,1,-1,25,data\raw\WLASL500\videos\07097,data\landmarks\wlasl500\07097.npy
07070,book,book,0,train,https://media.asldeafined.com/vocabulary/1466684225.687.mp4,asldeafined,59,1,-1,25,data\raw\WLASL500\videos\07070,data\landmarks\wlasl500\07070.npy
07098,book,book,0,val,http://www.aslpro.com/main/b/book_trigonometry.swf,aslpro,18,1,-1,25,data\raw\WLASL500\videos\07098,data\landmarks\wlasl500\07098.npy
07099,book,book,0,val,http://www.aslsearch.com/signs/videos/book.mp4,aslsearch,12,1,-1,25,data\raw\WLASL500\videos\07099,data\landmarks\wlasl500\07099.npy
07071,book,book,0,train,https://www.handspeak.com/word/b/book2.mp4,handspeak,14,1,-1,25,data\raw\WLASL500\videos\07071,data\landmarks\wlasl500\07071.npy
07072,book,book,0,test,https://www.handspeak.com/word/b/book.mp4,handspeak,14,1,-1,25,data\raw\WLASL500\videos\07072,data\landmarks\wlasl500\07072.npy
07073,book,book,0,train,https://www.handspeak.com/word/b/books-pile.mp4,handspeak,14,1,-1,25,data\raw\WLASL500\videos\07073,data\landmarks\wlasl500\07073.npy
67424,book,book,0,train,https://youtu.be/3-GrhsVs830,asllex,109,1,-1,25,data\raw\WLASL500\videos\67424,data\landmarks\wlasl500\67424.npy
07074,book,book,0,train,https://www.signingsavvy.com/signs/mp4/14/14326.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL500\videos\07074,data\landmarks\wlasl500\07074.npy
07075,book,book,0,train,https://www.youtube.com/watch?v=Kwvw-K6GYW8,aslu,5,1,-1,25,data\raw\WLASL500\videos\07075,data\landmarks\wlasl500\07075.npy
07076,book,book,0,train,https://www.youtube.com/watch?v=XjWSfh50kAU,aslu,5,1,-1,25,data\raw\WLASL500\videos\07076,data\landmarks\wlasl500\07076.npy
