video_id,gloss,label,label_id,split,url,source,signer_id,frame_start,frame_end,fps,expected_video_stem,landmark_path,resolved_video_path,download_status,has_landmarks
69241,book,book,0,train,http://aslbricks.org/New/ASL-Videos/book.mp4,aslbrick,118,1,-1,25,data\raw\WLASL500\videos\69241,data\landmarks\wlasl500\69241.npy,data\raw\WLASL500\videos\69241.mp4,found,True
68011,book,book,0,train,https://www.youtube.com/watch?v=0UsjUE-TXns,valencia-asl,110,1,-1,25,data\raw\WLASL500\videos\68011,data\landmarks\wlasl500\68011.npy,data\raw\WLASL500\videos\68011.mp4,found,True
68012,book,book,0,train,https://www.youtube.com/watch?v=aGtIHKEdCds,valencia-asl,109,1,-1,25,data\raw\WLASL500\videos\68012,data\landmarks\wlasl500\68012.npy,data\raw\WLASL500\videos\68012.mp4,found,True
70212,book,book,0,val,https://www.youtube.com/watch?v=hjS0dQDgbjo,northtexas,121,2150,2249,25,data\raw\WLASL500\videos\70212,data\landmarks\wlasl500\70212.npy,data\raw\WLASL500\videos\70212.mp4,found,True
70266,book,book,0,train,https://www.youtube.com/watch?v=WGfiiDgrq1I,northtexas,121,3732,3852,25,data\raw\WLASL500\videos\70266,data\landmarks\wlasl500\70266.npy,data\raw\WLASL500\videos\70266.mp4,found,True
7069,book,book,0,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Book.mp4,signschool,31,1,-1,25,data\raw\WLASL500\videos\07069,data\landmarks\wlasl500\07069.npy,data\raw\WLASL500\videos\07069.mp4,found,True
7068,book,book,0,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/book.mp4,startasl,36,1,-1,25,data\raw\WLASL500\videos\07068,data\landmarks\wlasl500\07068.npy,data\raw\WLASL500\videos\07068.mp4,found,True
7070,book,book,0,train,https://media.asldeafined.com/vocabulary/1466684225.687.mp4,asldeafined,59,1,-1,25,data\raw\WLASL500\videos\07070,data\landmarks\wlasl500\07070.npy,data\raw\WLASL500\videos\07070.mp4,found,True
7075,book,book,0,train,https://www.youtube.com/watch?v=Kwvw-K6GYW8,aslu,5,1,-1,25,data\raw\WLASL500\videos\07075,data\landmarks\wlasl500\07075.npy,data\raw\WLASL500\videos\07075.mp4,found,True
7076,book,book,0,train,https://www.youtube.com/watch?v=XjWSfh50kAU,aslu,5,1,-1,25,data\raw\WLASL500\videos\07076,data\landmarks\wlasl500\07076.npy,data\raw\WLASL500\videos\07076.mp4,found,True
69302,drink,drink,1,val,http://aslbricks.org/New/ASL-Videos/drink.mp4,aslbrick,115,1,-1,25,data\raw\WLASL500\videos\69302,data\landmarks\wlasl500\69302.npy,data\raw\WLASL500\videos\69302.mp4,found,True
70173,drink,drink,1,val,https://www.youtube.com/watch?v=F5Wef1_PtLk,northtexas,121,5710,5831,25,data\raw\WLASL500\videos\70173,data\landmarks\wlasl500\70173.npy,data\raw\WLASL500\videos\70173.mp4,found,True
68042,drink,drink,1,val,https://www.youtube.com/watch?v=KRc_WYI1DgA,valencia-asl,109,1,-1,25,data\raw\WLASL500\videos\68042,data\landmarks\wlasl500\68042.npy,data\raw\WLASL500\videos\68042.mp4,found,True
68041,drink,drink,1,train,https://www.youtube.com/watch?v=Nc7rSopCpI8,valencia-asl,109,1,-1,25,data\raw\WLASL500\videos\68041,data\landmarks\wlasl500\68041.npy,data\raw\WLASL500\videos\68041.mp4,found,True
17725,drink,drink,1,train,https://www.youtube.com/watch?v=537MWOtCl78,aslu,5,1,-1,25,data\raw\WLASL500\videos\17725,data\landmarks\wlasl500\17725.npy,data\raw\WLASL500\videos\17725.mp4,found,True
17728,drink,drink,1,train,https://www.youtube.com/watch?v=g3rl9_LYqzI,aslu,5,1,-1,25,data\raw\WLASL500\videos\17728,data\landmarks\wlasl500\17728.npy,data\raw\WLASL500\videos\17728.mp4,found,True
17710,drink,drink,1,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/drink.mp4,startasl,36,1,-1,25,data\raw\WLASL500\videos\17710,data\landmarks\wlasl500\17710.npy,data\raw\WLASL500\videos\17710.mp4,found,True
17729,drink,drink,1,train,https://www.youtube.com/watch?v=i0opsQ2zB1Q,aslu,5,1,-1,25,data\raw\WLASL500\videos\17729,data\landmarks\wlasl500\17729.npy,data\raw\WLASL500\videos\17729.mp4,found,True
17730,drink,drink,1,test,https://www.youtube.com/watch?v=k6cNmM9WgUs,aslu,5,1,-1,25,data\raw\WLASL500\videos\17730,data\landmarks\wlasl500\17730.npy,data\raw\WLASL500\videos\17730.mp4,found,True
17731,drink,drink,1,train,https://www.youtube.com/watch?v=LqJM7wcUixQ,aslu,5,1,-1,25,data\raw\WLASL500\videos\17731,data\landmarks\wlasl500\17731.npy,data\raw\WLASL500\videos\17731.mp4,found,True
17711,drink,drink,1,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink%20(correct)-0UzEF7ru0sQ.mp4,signschool,52,1,-1,25,data\raw\WLASL500\videos\17711,data\landmarks\wlasl500\17711.npy,data\raw\WLASL500\videos\17711.mp4,found,True
17712,drink,drink,1,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink-L6hHRIQzWBo.mp4,signschool,6,1,-1,25,data\raw\WLASL500\videos\17712,data\landmarks\wlasl500\17712.npy,data\raw\WLASL500\videos\17712.mp4,found,True
17713,drink,drink,1,test,https://media.asldeafined.com/vocabulary/1467773819.9825.mp4,asldeafined,21,1,-1,25,data\raw\WLASL500\videos\17713,data\landmarks\wlasl500\17713.npy,data\raw\WLASL500\videos\17713.mp4,found,True
17709,drink,drink,1,train,https://media.spreadthesign.com/video/mp4/13/153289.mp4,spreadthesign,2,1,-1,25,data\raw\WLASL500\videos\17709,data\landmarks\wlasl500\17709.npy,data\raw\WLASL500\videos\17709.mp4,found,True
12306,computer,computer,2,test,https://www.youtube.com/watch?v=PPmQd2zWdP0,asl5200,9,5122,5181,25,data\raw\WLASL500\videos\12306,data\landmarks\wlasl500\12306.npy,data\raw\WLASL500\videos\12306.mp4,found,True
68028,computer,computer,2,train,https://www.youtube.com/watch?v=H-tAzh-nuV8,valencia-asl,109,1,-1,25,data\raw\WLASL500\videos\68028,data\landmarks\wlasl500\68028.npy,data\raw\WLASL500\videos\68028.mp4,found,True
12329,computer,computer,2,train,https://www.youtube.com/watch?v=97IwdVSOQho,aslu,5,1,-1,25,data\raw\WLASL500\videos\12329,data\landmarks\wlasl500\12329.npy,data\raw\WLASL500\videos\12329.mp4,found,True
12330,computer,computer,2,train,https://www.youtube.com/watch?v=cujhpwWi1yY,aslu,5,1,-1,25,data\raw\WLASL500\videos\12330,data\landmarks\wlasl500\12330.npy,data\raw\WLASL500\videos\12330.mp4,found,True
12312,computer,computer,2,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer-2.mp4,startasl,38,1,-1,25,data\raw\WLASL500\videos\12312,data\landmarks\wlasl500\12312.npy,data\raw\WLASL500\videos\12312.mp4,found,True
12331,computer,computer,2,train,https://www.youtube.com/watch?v=fY11M3Dxxx0,aslu,5,1,-1,25,data\raw\WLASL500\videos\12331,data\landmarks\wlasl500\12331.npy,data\raw\WLASL500\videos\12331.mp4,found,True
12335,computer,computer,2,val,https://www.youtube.com/watch?v=vK4GwJaDcWU,aslu,5,1,-1,25,data\raw\WLASL500\videos\12335,data\landmarks\wlasl500\12335.npy,data\raw\WLASL500\videos\12335.mp4,found,True
12311,computer,computer,2,train,https://media.spreadthesign.com/video/mp4/13/51378.mp4,spreadthesign,56,1,-1,25,data\raw\WLASL500\videos\12311,data\landmarks\wlasl500\12311.npy,data\raw\WLASL500\videos\12311.mp4,found,True
12313,computer,computer,2,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer.mp4,startasl,38,1,-1,25,data\raw\WLASL500\videos\12313,data\landmarks\wlasl500\12313.npy,data\raw\WLASL500\videos\12313.mp4,found,True
12314,computer,computer,2,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4,signschool,4,1,-1,25,data\raw\WLASL500\videos\12314,data\landmarks\wlasl500\12314.npy,data\raw\WLASL500\videos\12314.mp4,found,True
12315,computer,computer,2,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4,signschool,4,1,-1,25,data\raw\WLASL500\videos\12315,data\landmarks\wlasl500\12315.npy,data\raw\WLASL500\videos\12315.mp4,found,True
12316,computer,computer,2,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%201-_2YnCKHJy6U.mp4,signschool,4,1,-1,25,data\raw\WLASL500\videos\12316,data\landmarks\wlasl500\12316.npy,data\raw\WLASL500\videos\12316.mp4,found,True
12317,computer,computer,2,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%202-_HHzYqXw-xU.mp4,signschool,4,1,-1,25,data\raw\WLASL500\videos\12317,data\landmarks\wlasl500\12317.npy,data\raw\WLASL500\videos\12317.mp4,found,True
12318,computer,computer,2,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%204-1f6Cc5NXBgw.mp4,signschool,4,1,-1,25,data\raw\WLASL500\videos\12318,data\landmarks\wlasl500\12318.npy,data\raw\WLASL500\videos\12318.mp4,found,True
12319,computer,computer,2,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Republic%20of%20Congo-b6U1CIWIPIw.mp4,signschool,45,1,-1,25,data\raw\WLASL500\videos\12319,data\landmarks\wlasl500\12319.npy,data\raw\WLASL500\videos\12319.mp4,found,True
12320,computer,computer,2,test,https://media.asldeafined.com/vocabulary/1466901185.5915.mp4,asldeafined,59,1,-1,25,data\raw\WLASL500\videos\12320,data\landmarks\wlasl500\12320.npy,data\raw\WLASL500\videos\12320.mp4,found,True
5724,before,before,3,train,https://www.youtube.com/watch?v=pDqITge_TGs,asl5200,9,1733,1779,25,data\raw\WLASL500\videos\05724,data\landmarks\wlasl500\05724.npy,data\raw\WLASL500\videos\05724.mp4,found,True
70348,before,before,3,train,https://www.youtube.com/watch?v=bq-HmgjGzmw,northtexas,121,4778,4873,25,data\raw\WLASL500\videos\70348,data\landmarks\wlasl500\70348.npy,data\raw\WLASL500\videos\70348.mp4,found,True
68007,before,before,3,train,https://www.youtube.com/watch?v=IYH-gBXXl8I,valencia-asl,109,1,-1,25,data\raw\WLASL500\videos\68007,data\landmarks\wlasl500\68007.npy,data\raw\WLASL500\videos\68007.mp4,found,True
5744,before,before,3,train,https://www.youtube.com/watch?v=MvtVsr3P098,aslu,5,1,-1,25,data\raw\WLASL500\videos\05744,data\landmarks\wlasl500\05744.npy,data\raw\WLASL500\videos\05744.mp4,found,True
5746,before,before,3,val,https://www.youtube.com/watch?v=PeO4kaKvoVM,aslu,5,1,-1,25,data\raw\WLASL500\videos\05746,data\landmarks\wlasl500\05746.npy,data\raw\WLASL500\videos\05746.mp4,found,True
5728,before,before,3,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before%202-02xxXtC3G8c.mp4,signschool,32,1,-1,25,data\raw\WLASL500\videos\05728,data\landmarks\wlasl500\05728.npy,data\raw\WLASL500\videos\05728.mp4,found,True
5747,before,before,3,train,https://www.youtube.com/watch?v=TQMe2WDz9QE,aslu,5,1,-1,25,data\raw\WLASL500\videos\05747,data\landmarks\wlasl500\05747.npy,data\raw\WLASL500\videos\05747.mp4,found,True
5729,before,before,3,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-kM8O_piLegw.mp4,signschool,46,1,-1,25,data\raw\WLASL500\videos\05729,data\landmarks\wlasl500\05729.npy,data\raw\WLASL500\videos\05729.mp4,found,True
5730,before,before,3,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-Se78WI3j-mI.mp4,signschool,32,1,-1,25,data\raw\WLASL500\videos\05730,data\landmarks\wlasl500\05730.npy,data\raw\WLASL500\videos\05730.mp4,found,True
5731,before,before,3,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Last-0SLfkAHELAs.mp4,signschool,4,1,-1,25,data\raw\WLASL500\videos\05731,data\landmarks\wlasl500\05731.npy,data\raw\WLASL500\videos\05731.mp4,found,True
