video_id,gloss,label,label_id,split,url,source,signer_id,frame_start,frame_end,fps,expected_video_stem,landmark_path,resolved_video_path,download_status,has_landmarks
69241,book,book,0,train,http://aslbricks.org/New/ASL-Videos/book.mp4,aslbrick,118,1,-1,25,data\raw\WLASL100\videos\69241,data\landmarks\wlasl100\69241.npy,data\raw\WLASL100\videos\69241.mp4,found,True
68011,book,book,0,train,https://www.youtube.com/watch?v=0UsjUE-TXns,valencia-asl,110,1,-1,25,data\raw\WLASL100\videos\68011,data\landmarks\wlasl100\68011.npy,data\raw\WLASL100\videos\68011.mp4,found,True
68012,book,book,0,train,https://www.youtube.com/watch?v=aGtIHKEdCds,valencia-asl,109,1,-1,25,data\raw\WLASL100\videos\68012,data\landmarks\wlasl100\68012.npy,data\raw\WLASL100\videos\68012.mp4,found,True
70212,book,book,0,val,https://www.youtube.com/watch?v=hjS0dQDgbjo,northtexas,121,2150,2249,25,data\raw\WLASL100\videos\70212,data\landmarks\wlasl100\70212.npy,data\raw\WLASL100\videos\70212.mp4,found,True
70266,book,book,0,train,https://www.youtube.com/watch?v=WGfiiDgrq1I,northtexas,121,3732,3852,25,data\raw\WLASL100\videos\70266,data\landmarks\wlasl100\70266.npy,data\raw\WLASL100\videos\70266.mp4,found,True
7069,book,book,0,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Book.mp4,signschool,31,1,-1,25,data\raw\WLASL100\videos\07069,data\landmarks\wlasl100\07069.npy,data\raw\WLASL100\videos\07069.mp4,found,True
7068,book,book,0,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/book.mp4,startasl,36,1,-1,25,data\raw\WLASL100\videos\07068,data\landmarks\wlasl100\07068.npy,data\raw\WLASL100\videos\07068.mp4,found,True
7070,book,book,0,train,https://media.asldeafined.com/vocabulary/1466684225.687.mp4,asldeafined,59,1,-1,25,data\raw\WLASL100\videos\07070,data\landmarks\wlasl100\07070.npy,data\raw\WLASL100\videos\07070.mp4,found,True
7075,book,book,0,train,https://www.youtube.com/watch?v=Kwvw-K6GYW8,aslu,5,1,-1,25,data\raw\WLASL100\videos\07075,data\landmarks\wlasl100\07075.npy,data\raw\WLASL100\videos\07075.mp4,found,True
69302,drink,drink,1,val,http://aslbricks.org/New/ASL-Videos/drink.mp4,aslbrick,115,1,-1,25,data\raw\WLASL100\videos\69302,data\landmarks\wlasl100\69302.npy,data\raw\WLASL100\videos\69302.mp4,found,True
70173,drink,drink,1,val,https://www.youtube.com/watch?v=F5Wef1_PtLk,northtexas,121,5710,5831,25,data\raw\WLASL100\videos\70173,data\landmarks\wlasl100\70173.npy,data\raw\WLASL100\videos\70173.mp4,found,True
68042,drink,drink,1,val,https://www.youtube.com/watch?v=KRc_WYI1DgA,valencia-asl,109,1,-1,25,data\raw\WLASL100\videos\68042,data\landmarks\wlasl100\68042.npy,data\raw\WLASL100\videos\68042.mp4,found,True
68041,drink,drink,1,train,https://www.youtube.com/watch?v=Nc7rSopCpI8,valencia-asl,109,1,-1,25,data\raw\WLASL100\videos\68041,data\landmarks\wlasl100\68041.npy,data\raw\WLASL100\videos\68041.mp4,found,True
17725,drink,drink,1,train,https://www.youtube.com/watch?v=537MWOtCl78,aslu,5,1,-1,25,data\raw\WLASL100\videos\17725,data\landmarks\wlasl100\17725.npy,data\raw\WLASL100\videos\17725.mp4,found,True
17728,drink,drink,1,train,https://www.youtube.com/watch?v=g3rl9_LYqzI,aslu,5,1,-1,25,data\raw\WLASL100\videos\17728,data\landmarks\wlasl100\17728.npy,data\raw\WLASL100\videos\17728.mp4,found,True
17710,drink,drink,1,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/drink.mp4,startasl,36,1,-1,25,data\raw\WLASL100\videos\17710,data\landmarks\wlasl100\17710.npy,data\raw\WLASL100\videos\17710.mp4,found,True
17729,drink,drink,1,train,https://www.youtube.com/watch?v=i0opsQ2zB1Q,aslu,5,1,-1,25,data\raw\WLASL100\videos\17729,data\landmarks\wlasl100\17729.npy,data\raw\WLASL100\videos\17729.mp4,found,True
17730,drink,drink,1,test,https://www.youtube.com/watch?v=k6cNmM9WgUs,aslu,5,1,-1,25,data\raw\WLASL100\videos\17730,data\landmarks\wlasl100\17730.npy,data\raw\WLASL100\videos\17730.mp4,found,True
17731,drink,drink,1,train,https://www.youtube.com/watch?v=LqJM7wcUixQ,aslu,5,1,-1,25,data\raw\WLASL100\videos\17731,data\landmarks\wlasl100\17731.npy,data\raw\WLASL100\videos\17731.mp4,found,True
17711,drink,drink,1,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink%20(correct)-0UzEF7ru0sQ.mp4,signschool,52,1,-1,25,data\raw\WLASL100\videos\17711,data\landmarks\wlasl100\17711.npy,data\raw\WLASL100\videos\17711.mp4,found,True
17712,drink,drink,1,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink-L6hHRIQzWBo.mp4,signschool,6,1,-1,25,data\raw\WLASL100\videos\17712,data\landmarks\wlasl100\17712.npy,data\raw\WLASL100\videos\17712.mp4,found,True
17713,drink,drink,1,test,https://media.asldeafined.com/vocabulary/1467773819.9825.mp4,asldeafined,21,1,-1,25,data\raw\WLASL100\videos\17713,data\landmarks\wlasl100\17713.npy,data\raw\WLASL100\videos\17713.mp4,found,True
